Tue Nov 27 01:38:56 -02 2018
k=6 min=6 exploredSolutions=1 branchedSolutions=0 limitsChecked=47
k=6 min=6 exploredSolutions=78800000 branchedSolutions=1195020429 limitsChecked=814055721
k=6 min=6 exploredSolutions=78900000 branchedSolutions=1196044480 limitsChecked=814844505
k=6 min=6 exploredSolutions=79000000 branchedSolutions=1197068549 limitsChecked=815633297
k=6 min=6 exploredSolutions=79100000 branchedSolutions=1198092621 limitsChecked=816422091
k=6 min=6 exploredSolutions=79200000 branchedSolutions=1199116653 limitsChecked=817210869
k=6 min=6 exploredSolutions=79300000 branchedSolutions=1200140748 limitsChecked=817999671
k=6 min=6 exploredSolutions=79400000 branchedSolutions=1201164815 limitsChecked=818788463
k=6 min=6 exploredSolutions=79500000 branchedSolutions=1202188845 limitsChecked=819577239
k=6 min=6 exploredSolutions=79600000 branchedSolutions=1203212917 limitsChecked=820366033
k=6 min=6 exploredSolutions=79700000 branchedSolutions=1204237007 limitsChecked=821154833
k=6 min=6 exploredSolutions=79800000 branchedSolutions=1205261050 limitsChecked=821943615
k=6 min=6 exploredSolutions=79900000 branchedSolutions=1206285123 limitsChecked=822732409
k=6 min=6 exploredSolutions=80000000 branchedSolutions=1207309214 limitsChecked=823521209
k=6 min=6 exploredSolutions=80100000 branchedSolutions=1208361177 limitsChecked=824309985
k=6 min=6 exploredSolutions=80200000 branchedSolutions=1209398792 limitsChecked=825098781
k=6 min=6 exploredSolutions=80300000 branchedSolutions=1210443571 limitsChecked=825887563
k=6 min=6 exploredSolutions=80400000 branchedSolutions=1211488387 limitsChecked=826676359
k=6 min=6 exploredSolutions=80500000 branchedSolutions=1212512454 limitsChecked=827465151
k=6 min=6 exploredSolutions=80600000 branchedSolutions=1213536504 limitsChecked=828253935
k=6 min=6 exploredSolutions=80700000 branchedSolutions=1214560572 limitsChecked=829042727
k=6 min=6 exploredSolutions=80800000 branchedSolutions=1215605387 limitsChecked=829831523
k=6 min=6 exploredSolutions=80900000 branchedSolutions=1216650171 limitsChecked=830620307
k=6 min=6 exploredSolutions=81000000 branchedSolutions=1217674222 limitsChecked=831409093
k=6 min=6 exploredSolutions=81100000 branchedSolutions=1218729405 limitsChecked=832197889
k=6 min=6 exploredSolutions=81200000 branchedSolutions=1219784565 limitsChecked=832986675
k=6 min=6 exploredSolutions=81300000 branchedSolutions=1220829369 limitsChecked=833775467
k=6 min=6 exploredSolutions=81400000 branchedSolutions=1221868994 limitsChecked=834564261
k=6 min=6 exploredSolutions=81500000 branchedSolutions=1222918984 limitsChecked=835353053
k=6 min=6 exploredSolutions=81600000 branchedSolutions=1223943036 limitsChecked=836141839
k=6 min=6 exploredSolutions=81700000 branchedSolutions=1224967120 limitsChecked=836930637
k=6 min=6 exploredSolutions=81800000 branchedSolutions=1225991154 limitsChecked=837719415
k=6 min=6 exploredSolutions=81900000 branchedSolutions=1227030768 limitsChecked=838508205
k=6 min=6 exploredSolutions=82000000 branchedSolutions=1228080752 limitsChecked=839296995
k=6 min=6 exploredSolutions=82100000 branchedSolutions=1229104815 limitsChecked=840085785
k=6 min=6 exploredSolutions=82200000 branchedSolutions=1230149624 limitsChecked=840874579
k=6 min=6 exploredSolutions=82300000 branchedSolutions=1231194411 limitsChecked=841663363
k=6 min=6 exploredSolutions=82400000 branchedSolutions=1232218495 limitsChecked=842452161
k=6 min=6 exploredSolutions=82500000 branchedSolutions=1233242562 limitsChecked=843240953
k=6 min=6 exploredSolutions=82600000 branchedSolutions=1234266601 limitsChecked=844029733
k=6 min=6 exploredSolutions=82700000 branchedSolutions=1235290679 limitsChecked=844818529
k=6 min=6 exploredSolutions=82800000 branchedSolutions=1236314736 limitsChecked=845607317
k=6 min=6 exploredSolutions=82900000 branchedSolutions=1237338791 limitsChecked=846396103
k=6 min=6 exploredSolutions=83000000 branchedSolutions=1238362869 limitsChecked=847184899
k=6 min=6 exploredSolutions=83100000 branchedSolutions=1239386933 limitsChecked=847973689
k=6 min=6 exploredSolutions=83200000 branchedSolutions=1240410986 limitsChecked=848762475
k=6 min=6 exploredSolutions=83300000 branchedSolutions=1241435064 limitsChecked=849551271
k=6 min=6 exploredSolutions=83400000 branchedSolutions=1242479648 limitsChecked=850340051
k=6 min=6 exploredSolutions=83500000 branchedSolutions=1243524661 limitsChecked=851128849
k=6 min=6 exploredSolutions=83600000 branchedSolutions=1244548718 limitsChecked=851917637
k=6 min=6 exploredSolutions=83700000 branchedSolutions=1245597815 limitsChecked=852706419
k=6 min=6 exploredSolutions=83800000 branchedSolutions=1246638322 limitsChecked=853495219
k=6 min=6 exploredSolutions=83900000 branchedSolutions=1247662389 limitsChecked=854284011
k=6 min=6 exploredSolutions=84000000 branchedSolutions=1248686434 limitsChecked=855072793
k=6 min=6 exploredSolutions=84100000 branchedSolutions=1249710486 limitsChecked=855861579
k=6 min=6 exploredSolutions=84200000 branchedSolutions=1250760501 limitsChecked=856650381
k=6 min=6 exploredSolutions=84300000 branchedSolutions=1251800096 limitsChecked=857439163
k=6 min=6 exploredSolutions=84400000 branchedSolutions=1252844905 limitsChecked=858227957
k=6 min=6 exploredSolutions=84500000 branchedSolutions=1253994972 limitsChecked=859053644
k=6 min=6 exploredSolutions=84600000 branchedSolutions=1255019201 limitsChecked=859842514
k=6 min=6 exploredSolutions=84700000 branchedSolutions=1256043477 limitsChecked=860631402
k=6 min=6 exploredSolutions=84800000 branchedSolutions=1257067771 limitsChecked=861420298
k=6 min=6 exploredSolutions=84900000 branchedSolutions=1258092018 limitsChecked=862209174
k=6 min=6 exploredSolutions=85000000 branchedSolutions=1259116288 limitsChecked=862998060
k=6 min=6 exploredSolutions=85100000 branchedSolutions=1260140544 limitsChecked=863786940
k=6 min=6 exploredSolutions=85200000 branchedSolutions=1261164823 limitsChecked=864575830
k=6 min=6 exploredSolutions=85300000 branchedSolutions=1262189099 limitsChecked=865364718
k=6 min=6 exploredSolutions=85400000 branchedSolutions=1263213350 limitsChecked=866153596
k=6 min=6 exploredSolutions=85500000 branchedSolutions=1264237638 limitsChecked=866942490
k=6 min=6 exploredSolutions=85600000 branchedSolutions=1265261914 limitsChecked=867731378
k=6 min=6 exploredSolutions=85700000 branchedSolutions=1266286149 limitsChecked=868520250
k=6 min=6 exploredSolutions=85800000 branchedSolutions=1267310420 limitsChecked=869309136
k=6 min=6 exploredSolutions=85900000 branchedSolutions=1268334699 limitsChecked=870098026
k=6 min=6 exploredSolutions=86000000 branchedSolutions=1269358976 limitsChecked=870886914
k=6 min=6 exploredSolutions=86100000 branchedSolutions=1270383236 limitsChecked=871675796
k=6 min=6 exploredSolutions=86200000 branchedSolutions=1271407515 limitsChecked=872464686
k=6 min=6 exploredSolutions=86300000 branchedSolutions=1272431776 limitsChecked=873253568
k=6 min=6 exploredSolutions=86400000 branchedSolutions=1273456015 limitsChecked=874042442
k=6 min=6 exploredSolutions=86500000 branchedSolutions=1274480297 limitsChecked=874831332
k=6 min=6 exploredSolutions=86600000 branchedSolutions=1275504586 limitsChecked=875620226
k=6 min=6 exploredSolutions=86700000 branchedSolutions=1276528836 limitsChecked=876409104
k=6 min=6 exploredSolutions=86800000 branchedSolutions=1277553097 limitsChecked=877197986
k=6 min=6 exploredSolutions=86900000 branchedSolutions=1278577392 limitsChecked=877986882
k=6 min=6 exploredSolutions=87000000 branchedSolutions=1279601652 limitsChecked=878775764
k=6 min=6 exploredSolutions=87100000 branchedSolutions=1280625919 limitsChecked=879564648
k=6 min=6 exploredSolutions=87200000 branchedSolutions=1281650163 limitsChecked=880353524
k=6 min=6 exploredSolutions=87300000 branchedSolutions=1282674446 limitsChecked=881142416
k=6 min=6 exploredSolutions=87400000 branchedSolutions=1283698708 limitsChecked=881931298
k=6 min=6 exploredSolutions=87500000 branchedSolutions=1284723009 limitsChecked=882720197
k=6 min=6 exploredSolutions=87600000 branchedSolutions=1285747303 limitsChecked=883509093
k=6 min=6 exploredSolutions=87700000 branchedSolutions=1286771553 limitsChecked=884297971
k=6 min=6 exploredSolutions=87800000 branchedSolutions=1287795833 limitsChecked=885086861
k=6 min=6 exploredSolutions=87900000 branchedSolutions=1288820122 limitsChecked=885875755
k=6 min=6 exploredSolutions=88000000 branchedSolutions=1289844373 limitsChecked=886664633
k=6 min=6 exploredSolutions=88100000 branchedSolutions=1290868642 limitsChecked=887453519
k=6 min=6 exploredSolutions=88200000 branchedSolutions=1291892881 limitsChecked=888242393
k=6 min=6 exploredSolutions=88300000 branchedSolutions=1292917191 limitsChecked=889031295
k=6 min=6 exploredSolutions=88400000 branchedSolutions=1293941455 limitsChecked=889820179
k=6 min=6 exploredSolutions=88500000 branchedSolutions=1294965706 limitsChecked=890609057
k=6 min=6 exploredSolutions=88600000 branchedSolutions=1295990005 limitsChecked=891397955
k=6 min=6 exploredSolutions=88700000 branchedSolutions=1297014275 limitsChecked=892186841
k=6 min=6 exploredSolutions=88800000 branchedSolutions=1298038525 limitsChecked=892975719
k=6 min=6 exploredSolutions=88900000 branchedSolutions=1299062795 limitsChecked=893764605
k=6 min=6 exploredSolutions=89000000 branchedSolutions=1300087095 limitsChecked=894553503
k=6 min=6 exploredSolutions=89100000 branchedSolutions=1301111339 limitsChecked=895342379
k=6 min=6 exploredSolutions=89200000 branchedSolutions=1302135609 limitsChecked=896131265
k=6 min=6 exploredSolutions=89300000 branchedSolutions=1303159897 limitsChecked=896920159
k=6 min=6 exploredSolutions=89400000 branchedSolutions=1304184164 limitsChecked=897709043
k=6 min=6 exploredSolutions=89500000 branchedSolutions=1305208423 limitsChecked=898497925
k=6 min=6 exploredSolutions=89600000 branchedSolutions=1306232689 limitsChecked=899286809
k=6 min=6 exploredSolutions=89700000 branchedSolutions=1307256967 limitsChecked=900075699
k=6 min=6 exploredSolutions=89800000 branchedSolutions=1308281243 limitsChecked=900864587
k=6 min=6 exploredSolutions=89900000 branchedSolutions=1309305503 limitsChecked=901653469
k=6 min=6 exploredSolutions=90000000 branchedSolutions=1310329780 limitsChecked=902442359
k=6 min=6 exploredSolutions=90100000 branchedSolutions=1311354061 limitsChecked=903231249
k=6 min=6 exploredSolutions=90200000 branchedSolutions=1312378311 limitsChecked=904020127
k=6 min=6 exploredSolutions=90300000 branchedSolutions=1313402571 limitsChecked=904809009
k=6 min=6 exploredSolutions=90400000 branchedSolutions=1314426859 limitsChecked=905597903
k=6 min=6 exploredSolutions=90500000 branchedSolutions=1315451167 limitsChecked=906386803
k=6 min=6 exploredSolutions=90600000 branchedSolutions=1316475421 limitsChecked=907175683
k=6 min=6 exploredSolutions=90700000 branchedSolutions=1317499730 limitsChecked=907964585
k=6 min=6 exploredSolutions=90800000 branchedSolutions=1318523985 limitsChecked=908753465
k=6 min=6 exploredSolutions=90900000 branchedSolutions=1319548238 limitsChecked=909542345
k=6 min=6 exploredSolutions=91000000 branchedSolutions=1320572547 limitsChecked=910331247
k=6 min=6 exploredSolutions=91100000 branchedSolutions=1321596797 limitsChecked=911120125
k=6 min=6 exploredSolutions=91200000 branchedSolutions=1322621082 limitsChecked=911909017
k=6 min=6 exploredSolutions=91300000 branchedSolutions=1323645337 limitsChecked=912697897
k=6 min=6 exploredSolutions=91400000 branchedSolutions=1324669636 limitsChecked=913486795
k=6 min=6 exploredSolutions=91500000 branchedSolutions=1325693905 limitsChecked=914275681
k=6 min=6 exploredSolutions=91600000 branchedSolutions=1326718166 limitsChecked=915064563
k=6 min=6 exploredSolutions=91700000 branchedSolutions=1327742469 limitsChecked=915853463
k=6 min=6 exploredSolutions=91800000 branchedSolutions=1328766763 limitsChecked=916642360
k=6 min=6 exploredSolutions=91900000 branchedSolutions=1329791024 limitsChecked=917431242
k=6 min=6 exploredSolutions=92000000 branchedSolutions=1330815293 limitsChecked=918220128
k=6 min=6 exploredSolutions=92100000 branchedSolutions=1331839577 limitsChecked=919009020
k=6 min=6 exploredSolutions=92200000 branchedSolutions=1332863848 limitsChecked=919797906
k=6 min=6 exploredSolutions=92300000 branchedSolutions=1333888123 limitsChecked=920586794
k=6 min=6 exploredSolutions=92400000 branchedSolutions=1334912406 limitsChecked=921375686
k=6 min=6 exploredSolutions=92500000 branchedSolutions=1335936662 limitsChecked=922164566
k=6 min=6 exploredSolutions=92600000 branchedSolutions=1336960922 limitsChecked=922953448
k=6 min=6 exploredSolutions=92700000 branchedSolutions=1337985176 limitsChecked=923742328
k=6 min=6 exploredSolutions=92800000 branchedSolutions=1339009475 limitsChecked=924531226
k=6 min=6 exploredSolutions=92900000 branchedSolutions=1340033751 limitsChecked=925320114
k=6 min=6 exploredSolutions=93000000 branchedSolutions=1341058002 limitsChecked=926108992
k=6 min=6 exploredSolutions=93100000 branchedSolutions=1342082285 limitsChecked=926897884
k=6 min=6 exploredSolutions=93200000 branchedSolutions=1343106565 limitsChecked=927686774
k=6 min=6 exploredSolutions=93300000 branchedSolutions=1344130826 limitsChecked=928475656
k=6 min=6 exploredSolutions=93400000 branchedSolutions=1345155091 limitsChecked=929264540
k=6 min=6 exploredSolutions=93500000 branchedSolutions=1346179374 limitsChecked=930053432
k=6 min=6 exploredSolutions=93600000 branchedSolutions=1347203613 limitsChecked=930842306
k=6 min=6 exploredSolutions=93700000 branchedSolutions=1348227899 limitsChecked=931631198
k=6 min=6 exploredSolutions=93800000 branchedSolutions=1349252187 limitsChecked=932420092
k=6 min=6 exploredSolutions=93900000 branchedSolutions=1350276448 limitsChecked=933208974
k=6 min=6 exploredSolutions=94000000 branchedSolutions=1351300707 limitsChecked=933997856
k=6 min=6 exploredSolutions=94100000 branchedSolutions=1352325023 limitsChecked=934786760
k=6 min=6 exploredSolutions=94200000 branchedSolutions=1353349263 limitsChecked=935575634
k=6 min=6 exploredSolutions=94300000 branchedSolutions=1354373533 limitsChecked=936364520
k=6 min=6 exploredSolutions=94400000 branchedSolutions=1355397799 limitsChecked=937153404
k=6 min=6 exploredSolutions=94500000 branchedSolutions=1356422071 limitsChecked=937942292
k=6 min=6 exploredSolutions=94600000 branchedSolutions=1357446351 limitsChecked=938731182
k=6 min=6 exploredSolutions=94700000 branchedSolutions=1358470601 limitsChecked=939520060
k=6 min=6 exploredSolutions=94800000 branchedSolutions=1359494896 limitsChecked=940308956
k=6 min=6 exploredSolutions=94900000 branchedSolutions=1360519155 limitsChecked=941097838
k=6 min=6 exploredSolutions=95000000 branchedSolutions=1361543421 limitsChecked=941886722
k=6 min=6 exploredSolutions=95100000 branchedSolutions=1362567685 limitsChecked=942675606
k=6 min=6 exploredSolutions=95200000 branchedSolutions=1363592007 limitsChecked=943464512
k=6 min=6 exploredSolutions=95300000 branchedSolutions=1364616262 limitsChecked=944253392
k=6 min=6 exploredSolutions=95400000 branchedSolutions=1365640525 limitsChecked=945042276
k=6 min=6 exploredSolutions=95500000 branchedSolutions=1366664829 limitsChecked=945831176
k=6 min=6 exploredSolutions=95600000 branchedSolutions=1367689094 limitsChecked=946620060
k=6 min=6 exploredSolutions=95700000 branchedSolutions=1368713359 limitsChecked=947408944
k=6 min=6 exploredSolutions=95800000 branchedSolutions=1369737614 limitsChecked=948197824
k=6 min=6 exploredSolutions=95900000 branchedSolutions=1370761928 limitsChecked=948986728
k=6 min=6 exploredSolutions=96000000 branchedSolutions=1371786187 limitsChecked=949775610
k=6 min=6 exploredSolutions=96100000 branchedSolutions=1372810458 limitsChecked=950564496
k=6 min=6 exploredSolutions=96200000 branchedSolutions=1373834751 limitsChecked=951353392
k=6 min=6 exploredSolutions=96300000 branchedSolutions=1374859019 limitsChecked=952142278
k=6 min=6 exploredSolutions=96400000 branchedSolutions=1375883285 limitsChecked=952931162
k=6 min=6 exploredSolutions=96500000 branchedSolutions=1376907544 limitsChecked=953720044
k=6 min=6 exploredSolutions=96600000 branchedSolutions=1377931838 limitsChecked=954508940
k=6 min=6 exploredSolutions=96700000 branchedSolutions=1378956128 limitsChecked=955297834
k=6 min=6 exploredSolutions=96800000 branchedSolutions=1379980408 limitsChecked=956086724
k=6 min=6 exploredSolutions=96900000 branchedSolutions=1381004691 limitsChecked=956875616
k=6 min=6 exploredSolutions=97000000 branchedSolutions=1382028942 limitsChecked=957664494
k=6 min=6 exploredSolutions=97100000 branchedSolutions=1383053217 limitsChecked=958453382
k=6 min=6 exploredSolutions=97200000 branchedSolutions=1384077456 limitsChecked=959242256
k=6 min=6 exploredSolutions=97300000 branchedSolutions=1385101760 limitsChecked=960031156
k=6 min=6 exploredSolutions=97400000 branchedSolutions=1386126030 limitsChecked=960820042
k=6 min=6 exploredSolutions=97500000 branchedSolutions=1387150276 limitsChecked=961608918
k=6 min=6 exploredSolutions=97600000 branchedSolutions=1388174569 limitsChecked=962397814
k=6 min=6 exploredSolutions=97700000 branchedSolutions=1389198844 limitsChecked=963186702
k=6 min=6 exploredSolutions=97800000 branchedSolutions=1390223111 limitsChecked=963975586
k=6 min=6 exploredSolutions=97900000 branchedSolutions=1391247405 limitsChecked=964764482
k=6 min=6 exploredSolutions=98000000 branchedSolutions=1392271664 limitsChecked=965553364
k=6 min=6 exploredSolutions=98100000 branchedSolutions=1393295903 limitsChecked=966342238
k=6 min=6 exploredSolutions=98200000 branchedSolutions=1394320184 limitsChecked=967131128
k=6 min=6 exploredSolutions=98300000 branchedSolutions=1395344472 limitsChecked=967920022
k=6 min=6 exploredSolutions=98400000 branchedSolutions=1396368733 limitsChecked=968708904
k=6 min=6 exploredSolutions=98500000 branchedSolutions=1397393003 limitsChecked=969497790
k=6 min=6 exploredSolutions=98600000 branchedSolutions=1398417297 limitsChecked=970286686
k=6 min=6 exploredSolutions=98700000 branchedSolutions=1399441547 limitsChecked=971075564
k=6 min=6 exploredSolutions=98800000 branchedSolutions=1400465812 limitsChecked=971864448
k=6 min=6 exploredSolutions=98900000 branchedSolutions=1401490103 limitsChecked=972653342
k=6 min=6 exploredSolutions=99000000 branchedSolutions=1402514380 limitsChecked=973442232
k=6 min=6 exploredSolutions=99100000 branchedSolutions=1403538660 limitsChecked=974231122
k=6 min=6 exploredSolutions=99200000 branchedSolutions=1404562915 limitsChecked=975020002
k=6 min=6 exploredSolutions=99300000 branchedSolutions=1405587214 limitsChecked=975808900
k=6 min=6 exploredSolutions=99400000 branchedSolutions=1406611488 limitsChecked=976597788
k=6 min=6 exploredSolutions=99500000 branchedSolutions=1407635764 limitsChecked=977386676
k=6 min=6 exploredSolutions=99600000 branchedSolutions=1408660018 limitsChecked=978175556
k=6 min=6 exploredSolutions=99700000 branchedSolutions=1409684327 limitsChecked=978964458
k=6 min=6 exploredSolutions=99800000 branchedSolutions=1410708577 limitsChecked=979753336
k=6 min=6 exploredSolutions=99900000 branchedSolutions=1411732892 limitsChecked=980542241
k=6 min=6 exploredSolutions=100000000 branchedSolutions=1412757186 limitsChecked=981331137
k=6 min=6 exploredSolutions=100100000 branchedSolutions=1413781437 limitsChecked=982120015
k=6 min=6 exploredSolutions=100200000 branchedSolutions=1414805697 limitsChecked=982908897
k=6 min=6 exploredSolutions=100300000 branchedSolutions=1415829944 limitsChecked=983697773
k=6 min=6 exploredSolutions=100400000 branchedSolutions=1416854238 limitsChecked=984486669
k=6 min=6 exploredSolutions=100500000 branchedSolutions=1417878498 limitsChecked=985275551
k=6 min=6 exploredSolutions=100600000 branchedSolutions=1418902749 limitsChecked=986064429
k=6 min=6 exploredSolutions=100700000 branchedSolutions=1419927044 limitsChecked=986853325
k=6 min=6 exploredSolutions=100800000 branchedSolutions=1420951293 limitsChecked=987642203
k=6 min=6 exploredSolutions=100900000 branchedSolutions=1421975549 limitsChecked=988431083
k=6 min=6 exploredSolutions=101000000 branchedSolutions=1422999844 limitsChecked=989219979
k=6 min=6 exploredSolutions=101100000 branchedSolutions=1424024089 limitsChecked=990008855
k=6 min=6 exploredSolutions=101200000 branchedSolutions=1425048350 limitsChecked=990797737
k=6 min=6 exploredSolutions=101300000 branchedSolutions=1426072620 limitsChecked=991586623
k=6 min=6 exploredSolutions=101400000 branchedSolutions=1427096905 limitsChecked=992375515
k=6 min=6 exploredSolutions=101500000 branchedSolutions=1428121161 limitsChecked=993164395
k=6 min=6 exploredSolutions=101600000 branchedSolutions=1429145416 limitsChecked=993953275
k=6 min=6 exploredSolutions=101700000 branchedSolutions=1430169688 limitsChecked=994742163
k=6 min=6 exploredSolutions=101800000 branchedSolutions=1431193966 limitsChecked=995531051
k=6 min=6 exploredSolutions=101900000 branchedSolutions=1432218210 limitsChecked=996319927
k=6 min=6 exploredSolutions=102000000 branchedSolutions=1433242467 limitsChecked=997108807
k=6 min=6 exploredSolutions=102100000 branchedSolutions=1434266740 limitsChecked=997897695
k=6 min=6 exploredSolutions=102200000 branchedSolutions=1435291022 limitsChecked=998686585
k=6 min=6 exploredSolutions=102300000 branchedSolutions=1436315278 limitsChecked=999475465
k=6 min=6 exploredSolutions=102400000 branchedSolutions=1437339557 limitsChecked=1000264355
k=6 min=6 exploredSolutions=102500000 branchedSolutions=1438363828 limitsChecked=1001053241
k=6 min=6 exploredSolutions=102600000 branchedSolutions=1439388052 limitsChecked=1001842109
k=6 min=6 exploredSolutions=102700000 branchedSolutions=1440412328 limitsChecked=1002630997
k=6 min=6 exploredSolutions=102800000 branchedSolutions=1441436611 limitsChecked=1003419889
k=6 min=6 exploredSolutions=102900000 branchedSolutions=1442460874 limitsChecked=1004208771
k=6 min=6 exploredSolutions=103000000 branchedSolutions=1443485133 limitsChecked=1004997653
k=6 min=6 exploredSolutions=103100000 branchedSolutions=1444509433 limitsChecked=1005786551
k=6 min=6 exploredSolutions=103200000 branchedSolutions=1445533668 limitsChecked=1006575423
k=6 min=6 exploredSolutions=103300000 branchedSolutions=1446557945 limitsChecked=1007364311
k=6 min=6 exploredSolutions=103400000 branchedSolutions=1447582185 limitsChecked=1008153185
k=6 min=6 exploredSolutions=103500000 branchedSolutions=1448606463 limitsChecked=1008942075
k=6 min=6 exploredSolutions=103600000 branchedSolutions=1449630745 limitsChecked=1009730965
k=6 min=6 exploredSolutions=103700000 branchedSolutions=1450654985 limitsChecked=1010519839
k=6 min=6 exploredSolutions=103800000 branchedSolutions=1451679275 limitsChecked=1011308733
k=6 min=6 exploredSolutions=103900000 branchedSolutions=1452703524 limitsChecked=1012097611
k=6 min=6 exploredSolutions=104000000 branchedSolutions=1453727802 limitsChecked=1012886499
k=6 min=6 exploredSolutions=104100000 branchedSolutions=1454752080 limitsChecked=1013675389
k=6 min=6 exploredSolutions=104200000 branchedSolutions=1455776336 limitsChecked=1014464269
k=6 min=6 exploredSolutions=104300000 branchedSolutions=1456800586 limitsChecked=1015253147
k=6 min=6 exploredSolutions=104400000 branchedSolutions=1457824863 limitsChecked=1016042035
k=6 min=6 exploredSolutions=104500000 branchedSolutions=1458849163 limitsChecked=1016830933
k=6 min=6 exploredSolutions=104600000 branchedSolutions=1459873429 limitsChecked=1017619817
k=6 min=6 exploredSolutions=104700000 branchedSolutions=1460897679 limitsChecked=1018408695
k=6 min=6 exploredSolutions=104800000 branchedSolutions=1461921968 limitsChecked=1019197589
k=6 min=6 exploredSolutions=104900000 branchedSolutions=1462946235 limitsChecked=1019986473
k=6 min=6 exploredSolutions=105000000 branchedSolutions=1463970485 limitsChecked=1020775351
k=6 min=6 exploredSolutions=105100000 branchedSolutions=1464994757 limitsChecked=1021564237
k=6 min=6 exploredSolutions=105200000 branchedSolutions=1466019030 limitsChecked=1022353125
k=6 min=6 exploredSolutions=105300000 branchedSolutions=1467043284 limitsChecked=1023142005
k=6 min=6 exploredSolutions=105400000 branchedSolutions=1468067556 limitsChecked=1023930891
k=6 min=6 exploredSolutions=105500000 branchedSolutions=1469091840 limitsChecked=1024719783
k=6 min=6 exploredSolutions=105600000 branchedSolutions=1470116111 limitsChecked=1025508669
k=6 min=6 exploredSolutions=105700000 branchedSolutions=1471140351 limitsChecked=1026297543
k=6 min=6 exploredSolutions=105800000 branchedSolutions=1472164627 limitsChecked=1027086431
k=6 min=6 exploredSolutions=105900000 branchedSolutions=1473188916 limitsChecked=1027875325
k=6 min=6 exploredSolutions=106000000 branchedSolutions=1474213168 limitsChecked=1028664203
k=6 min=6 exploredSolutions=106100000 branchedSolutions=1475237438 limitsChecked=1029453089
k=6 min=6 exploredSolutions=106200000 branchedSolutions=1476261700 limitsChecked=1030241973
k=6 min=6 exploredSolutions=106300000 branchedSolutions=1477285972 limitsChecked=1031030859
k=6 min=6 exploredSolutions=106400000 branchedSolutions=1478310247 limitsChecked=1031819747
k=6 min=6 exploredSolutions=106500000 branchedSolutions=1479334489 limitsChecked=1032608621
k=6 min=6 exploredSolutions=106600000 branchedSolutions=1480358783 limitsChecked=1033397517
k=6 min=6 exploredSolutions=106700000 branchedSolutions=1481383048 limitsChecked=1034186401
k=6 min=6 exploredSolutions=106800000 branchedSolutions=1482407299 limitsChecked=1034975279
k=6 min=6 exploredSolutions=106900000 branchedSolutions=1483431599 limitsChecked=1035764177
k=6 min=6 exploredSolutions=107000000 branchedSolutions=1484455854 limitsChecked=1036553057
k=6 min=6 exploredSolutions=107100000 branchedSolutions=1485480104 limitsChecked=1037341935
k=6 min=6 exploredSolutions=107200000 branchedSolutions=1486504393 limitsChecked=1038130829
k=6 min=6 exploredSolutions=107300000 branchedSolutions=1487528648 limitsChecked=1038919709
k=6 min=6 exploredSolutions=107400000 branchedSolutions=1488552947 limitsChecked=1039708605
k=6 min=6 exploredSolutions=107500000 branchedSolutions=1489577211 limitsChecked=1040497489
k=6 min=6 exploredSolutions=107600000 branchedSolutions=1490601516 limitsChecked=1041286389
k=6 min=6 exploredSolutions=107700000 branchedSolutions=1491625761 limitsChecked=1042075265
k=6 min=6 exploredSolutions=107800000 branchedSolutions=1492650031 limitsChecked=1042864151
k=6 min=6 exploredSolutions=107900000 branchedSolutions=1493674325 limitsChecked=1043653047
k=6 min=6 exploredSolutions=108000000 branchedSolutions=1494698569 limitsChecked=1044441923
k=6 min=6 exploredSolutions=108100000 branchedSolutions=1495722850 limitsChecked=1045230813
k=6 min=6 exploredSolutions=108200000 branchedSolutions=1496747100 limitsChecked=1046019691
k=6 min=6 exploredSolutions=108300000 branchedSolutions=1497771389 limitsChecked=1046808585
k=6 min=6 exploredSolutions=108400000 branchedSolutions=1498795664 limitsChecked=1047597473
k=6 min=6 exploredSolutions=108500000 branchedSolutions=1499819940 limitsChecked=1048386361
k=6 min=6 exploredSolutions=108600000 branchedSolutions=1500844224 limitsChecked=1049175253
k=6 min=6 exploredSolutions=108700000 branchedSolutions=1501868499 limitsChecked=1049964141
k=6 min=6 exploredSolutions=108800000 branchedSolutions=1502892739 limitsChecked=1050753015
k=6 min=6 exploredSolutions=108900000 branchedSolutions=1503916998 limitsChecked=1051541897
k=6 min=6 exploredSolutions=109000000 branchedSolutions=1504941302 limitsChecked=1052330797
k=6 min=6 exploredSolutions=109100000 branchedSolutions=1505965563 limitsChecked=1053119679
k=6 min=6 exploredSolutions=109200000 branchedSolutions=1506989833 limitsChecked=1053908565
k=6 min=6 exploredSolutions=109300000 branchedSolutions=1508014111 limitsChecked=1054697455
k=6 min=6 exploredSolutions=109400000 branchedSolutions=1509038388 limitsChecked=1055486343
k=6 min=6 exploredSolutions=109500000 branchedSolutions=1510062652 limitsChecked=1056275227
k=6 min=6 exploredSolutions=109600000 branchedSolutions=1511086914 limitsChecked=1057064109
k=6 min=6 exploredSolutions=109700000 branchedSolutions=1512111207 limitsChecked=1057853005
k=6 min=6 exploredSolutions=109800000 branchedSolutions=1513135450 limitsChecked=1058641881
k=6 min=6 exploredSolutions=109900000 branchedSolutions=1514159722 limitsChecked=1059430767
k=6 min=6 exploredSolutions=110000000 branchedSolutions=1515184015 limitsChecked=1060219663
k=6 min=6 exploredSolutions=110100000 branchedSolutions=1516208281 limitsChecked=1061008547
k=6 min=6 exploredSolutions=110200000 branchedSolutions=1517232546 limitsChecked=1061797431
